county,sale_date,sale_time,parcel_id,case_number,certificate_number,owner_name,property_address,property_use,acreage,opening_bid,assessed_value,auction_status,auction_type,auction_url,appraiser_url,source_host,scraped_at
volusia,08/11/2026,,530414000629,11389-24,11389-24,,,,,1804.38,,Redeemed,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=530414000629,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
volusia,08/11/2026,09:02 AM ET,612001110010,02472-24,2472-24,,"NO STREET, COUNTY, FL- 32724",,,2037.29,3125.0,08/11/2026 09:02 AM ET,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=612001110010,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
volusia,08/11/2026,09:06 AM ET,612101010010,02492-24,2492-24,,"LANSCAM LN, DELAND, FL- 32724",,,1161.61,4305.0,08/11/2026 09:06 AM ET,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=612101010010,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
volusia,08/11/2026,09:14 AM ET,612101100020,02505-24,2505-24,,"NO STREET, COUNTY, FL- 32724",,,999.62,742.0,08/11/2026 09:14 AM ET,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=612101100020,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
volusia,08/11/2026,09:40 AM ET,612101100030,02506-24,2506-24,,"NO STREET, COUNTY, FL- 32724",,,999.62,742.0,08/11/2026 09:40 AM ET,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=612101100030,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
volusia,08/11/2026,09:47 AM ET,612101100150,02509-24,2509-24,,"CENTER GRADE, DELAND, FL- 32724",,,1116.32,3325.0,08/11/2026 09:47 AM ET,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=612101100150,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
volusia,08/11/2026,,612101110110,02512-24,2512-24,,,,,956.95,,Redeemed,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=612101110110,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
volusia,08/11/2026,11:55 AM ET,612101110180,11239-24,11239-24,,"DAYTONA BEACH, FL- 32124",,,1013.57,742.0,08/11/2026 11:55 AM ET,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=612101110180,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
volusia,08/11/2026,09:52 AM ET,612101110200,02514-24,2514-24,,"NO STREET, COUNTY, FL- 32124",,,1326.55,742.0,08/11/2026 09:52 AM ET,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=612101110200,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
volusia,08/11/2026,10:18 AM ET,612801010080,02520-24,2520-24,,"NO STREET, COUNTY, FL- 32724",,,1326.43,742.0,08/11/2026 10:18 AM ET,TAXDEED,https://www.volusia.realtaxdeed.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/11/2026,http://publicaccess.vcgov.org/volusia/search/CommonSearch.aspx?mode=REALPROP&UseSearch=no&altpin=612801010080,www.volusia.realtaxdeed.com,2026-08-11T21:15:16+00:00
